winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
?,0.143583,1,75.6031,4,2,1,?,2,2,0,81,56,0
0.712643,0.790028,1,69.3573,?,0,4,5,1,2,?,49,63,1
?,0.72553,1,79.1688,1,1,1,3,4,2,0,95,45,1
0.509086,?,0,70.2164,3,0,2,3,4,1,1,81,41,1
0.661348,0.668055,-1,63.0044,0,0,5,2,1,2,0,91,59,1
0.271438,0.662937,0,49.1019,2,1,5,3,1,3,0,52,43,1
0.522438,0.409915,-1,71.8559,2,0,2,1,2,2,1,53,68,1
0.123011,0.497344,0,?,0,3,5,3,3,3,1,8,?,0
0.464877,0.728233,1,76.8859,3,2,3,3,2,?,1,20,48,1
0.480641,?,1,57.5716,2,4,2,3,2,2,0,51,70,0
0.588945,0.641085,0,77.3601,2,3,3,1,?,1,1,84,14,1
0.356694,0.198513,-1,59.0537,-1,2,5,2,2,1,1,11,61,0
0.479072,0.406713,1,65.0339,1,0,1,1,4,3,0,17,26,1
?,0.512367,-1,67.1721,-1,1,2,3,2,2,0,53,39,0
0.0903024,0.750608,0,76.4756,3,2,2,3,2,2,0,22,30,1
0.470344,0.483833,0,70.1303,2,?,3,5,2,2,0,32,48,1
0.746713,0.436714,-1,77.4088,1,2,5,3,3,2,0,38,56,0
0.7979,0.633191,0,70.9564,3,3,2,4,2,1,0,47,36,1
0.125394,0.33045,-1,60.9803,0,1,2,5,4,2,1,90,28,0
0.238307,0.381747,1,61.7878,1,1,3,2,2,3,1,50,28,1
0.291842,0.257072,0,55.0128,0,2,3,5,4,2,0,66,55,0
0.681067,0.203943,0,67.2514,1,0,2,5,3,3,1,58,41,0
0.283275,0.843615,-1,66.2464,2,1,3,4,3,3,0,38,69,1
0.471861,0.331001,0,68.7182,0,3,2,5,4,4,1,34,30,0
?,0.57331,0,49.019,2,2,1,1,1,3,0,32,72,1
0.668943,0.573698,-1,78.6065,2,?,5,1,3,3,0,35,15,1
?,0.630788,0,68.8631,0,1,5,1,2,5,0,24,51,0
?,0.268729,0,58.2657,1,0,3,4,3,3,0,37,49,1
0.254878,0.468088,-1,63.5291,1,1,?,4,3,1,0,60,43,1
0.411231,0.591584,1,68.0979,4,2,5,3,2,3,1,?,59,1
0.212553,0.595744,1,68.4447,?,-1,5,?,3,3,0,75,16,1
0.0741763,0.428812,0,47.3489,0,3,5,2,1,3,1,59,49,0
0.591188,0.579082,0,67.047,?,2,4,2,2,3,1,75,16,1
0.286962,0.542087,-1,52.0857,0,2,5,3,3,2,0,25,54,0
0.400142,0.364081,-1,68.0534,1,2,1,2,?,1,0,38,40,0
0.502847,?,-1,56.9131,2,2,5,5,?,2,0,50,65,1
0.366753,0.288416,0,70.7387,2,1,1,4,2,1,0,46,98,1
0.3772,0.514058,0,67.8868,1,1,3,4,2,4,0,95,56,1
0.404433,0.564065,-1,70.2224,1,-1,2,1,3,1,0,52,61,1
0.549996,0.439511,1,58.1959,1,2,?,4,0,1,1,2,32,0
0.668531,0.827356,-1,59.7629,1,1,4,?,2,4,0,44,55,1
0.901707,0.637227,1,65.9908,2,1,1,1,1,3,0,41,29,1
0.454553,0.25718,1,72.7189,0,2,3,5,3,3,0,50,57,0
0.68374,0.447294,0,68.6805,2,1,4,1,2,4,1,97,33,1
0.478642,0.355075,-1,73.4057,2,3,2,2,2,1,1,67,45,0
0.405951,0.486328,-1,72.0683,1,0,4,3,3,1,1,47,24,1
0.405431,0.354676,1,66.2572,2,2,1,2,2,2,1,34,71,1
0.600206,0.452064,1,75.2026,0,1,5,4,4,2,0,33,77,0
0.575481,0.681884,-1,64.4351,4,3,2,5,3,3,1,57,?,1
0.48143,0.517815,1,48.7527,3,1,2,5,1,1,0,60,70,1
?,0.0546643,1,61.5022,3,0,1,1,?,2,1,?,24,0
0.18051,0.487034,1,57.1153,?,1,?,5,3,2,1,92,45,1
0.0966627,0.695447,0,68.604,?,1,5,5,1,2,0,50,66,1
?,0.62725,-1,62.8602,3,3,1,1,4,3,?,58,32,1
0.549756,0.696118,-1,48.7406,2,1,4,2,2,1,0,79,43,1
?,0.51727,-1,65.8985,2,4,4,4,1,4,0,73,21,1
0.557438,0.592935,1,54.5739,2,1,2,5,2,3,1,20,69,1
0.774765,0.719386,-1,54.2676,1,1,3,5,3,3,1,48,88,1
0.783019,0.833833,0,55.2247,0,?,4,2,4,4,1,44,?,0
0.414893,0.588658,1,59.8168,1,0,5,?,3,3,1,52,68,1
0.554946,0.530628,-1,64.4125,2,0,5,3,2,3,1,68,60,1
0.455032,0.733626,-1,59.0565,0,0,1,1,4,2,1,86,51,1
0.88522,0.253338,-1,67.2396,?,1,4,3,?,3,0,55,74,0
0.375574,0.37361,0,68.6028,2,0,4,?,3,1,1,68,38,1
0.556455,0.66478,0,71.9949,2,3,3,5,2,1,0,59,54,0
0.526324,0.295068,1,?,1,0,2,4,3,1,1,21,?,1
0.0362279,0.516746,-1,59.1531,1,0,2,5,3,4,1,58,51,1
0.439045,0.957916,0,57.7229,1,2,1,1,3,5,0,58,44,0
0.764678,0.703585,0,72.561,3,2,4,2,3,1,0,50,78,1
0.382629,0.386171,0,70.2389,1,1,4,2,2,3,0,78,?,1
0.501504,0.826009,1,67.1519,1,1,5,1,?,2,0,54,53,1
0.371705,0.373845,1,56.2501,1,3,3,2,1,2,1,35,?,0
0.776269,0.539312,1,58.17,3,2,4,2,3,?,0,67,35,1
0.372257,0.79454,-1,63.6859,1,1,3,1,2,3,0,6,29,1
0.758608,0.386279,0,60.13,2,0,1,2,3,1,1,61,26,1
0.454048,0.364468,1,64.3034,0,1,?,2,2,2,1,44,29,0
0.426793,0.576238,1,73.9362,3,3,4,5,1,1,0,23,62,1
0.859797,0.725102,1,63.9465,2,1,2,1,2,2,1,86,50,1
0.527427,0.727167,1,65.0931,2,1,1,3,0,4,0,28,75,1
0.522683,0.290302,0,75.2177,1,2,2,1,2,3,0,48,71,0
?,0.482676,-1,69.1634,3,1,5,?,3,2,0,28,42,1
0.57669,0.250712,1,64.7514,2,1,1,3,1,2,1,?,39,1
0.537026,0.744785,1,53.9352,2,1,5,3,3,3,1,64,11,1
0.695569,0.60073,0,70.6177,3,0,5,2,3,3,1,33,32,1
0.48757,0.494759,-1,54.3739,3,-1,1,2,2,3,0,38,64,1
0.348591,0.453829,0,72.4267,1,4,3,5,3,3,0,90,35,0
0.370817,0.518605,1,71.3601,1,2,2,3,?,2,1,54,59,0
0.69826,0.774093,-1,73.2358,1,2,5,5,3,4,0,31,46,0
0.707222,0.399652,1,77.615,2,3,5,3,2,2,1,62,34,0
?,0.414263,-1,57.6639,0,2,3,5,2,2,1,27,58,0
0.511142,0.525656,0,65.2547,2,1,3,2,3,2,0,41,?,1
0.597654,0.145433,0,62.7804,?,1,3,1,3,2,0,58,47,0
0.196917,0.607115,0,71.6135,2,1,1,2,3,2,1,27,39,1
0.142956,0.564721,-1,71.5719,1,3,4,1,4,4,1,55,?,0
0.673048,0.498297,-1,65.2964,3,1,3,1,3,4,0,57,26,1
0.451059,0.461095,1,58.4714,3,3,1,5,3,3,0,26,?,1
0.485221,?,0,61.3796,2,3,5,1,3,0,1,39,51,0
0.557604,?,?,59.5455,1,?,3,5,2,3,0,30,64,0
0.303391,0.711273,1,60.6307,1,3,4,1,1,3,1,46,90,0
0.537401,0.429561,-1,63.9947,1,?,4,5,3,4,1,46,48,1
0.456214,0.488813,-1,59.7009,3,1,3,1,4,2,0,59,62,1
0.130821,0.758025,0,54.6276,0,2,1,3,1,3,1,34,47,0
0.505768,0.20534,?,63.5103,2,2,3,3,1,4,1,56,89,0
0.861568,0.516775,-1,61.0402,2,2,4,5,3,2,0,39,25,1
0.639681,0.679158,-1,62.8584,0,3,5,1,2,1,1,50,76,0
0.395476,?,?,73.5092,0,1,3,2,2,2,0,33,76,0
0.460712,0.344554,-1,75.8901,1,1,4,5,3,3,0,87,83,1
0.254164,0.661725,1,62.626,2,1,2,1,4,3,0,?,34,1
0.536558,0.0186188,-1,60.0893,3,?,4,1,1,3,0,117,32,0
0.252174,0.566608,1,61.7787,2,1,1,5,2,2,0,39,61,1
0.607878,0.386571,-1,57.0979,1,1,4,5,2,3,0,45,59,1
0.5181,0.712529,1,57.628,2,1,3,3,1,2,?,60,67,1
0.488979,0.74116,0,75.2984,1,1,2,4,2,6,0,?,54,1
0.53983,0.237027,0,55.9321,2,2,2,1,2,1,0,62,71,1
0.537875,0.415439,0,?,2,1,5,3,5,4,?,87,19,1
0.182217,0.0853085,-1,66.7655,3,0,4,2,2,4,?,37,67,0
0.129822,0.274849,-1,48.5426,2,3,1,3,3,4,0,38,82,0
0.497431,0.736448,1,66.0713,1,3,?,2,3,3,1,7,28,0
0.757815,0.431668,0,74.3777,2,?,2,4,1,2,1,69,39,1
0.552414,0.406552,0,72.1733,2,0,4,1,?,1,0,?,?,1
0.795654,0.452764,1,67.9044,2,1,2,5,2,1,1,43,46,1
0.607264,0.303913,1,62.0118,1,1,5,4,2,?,1,89,32,1
0.573216,0.517481,0,55.1774,1,3,?,5,2,2,0,70,30,0
0.451511,0.658601,0,55.1872,1,1,3,2,4,3,0,64,47,1
0.594161,0.476679,1,68.8333,1,2,2,4,3,2,1,14,43,0
0.406723,0.568062,-1,66.2156,3,?,4,5,2,2,0,34,64,1
0.536896,0.872817,0,59.119,0,1,5,5,3,2,0,20,85,0
0.38707,0.78027,-1,?,1,2,4,2,3,1,1,52,39,0
0.200924,0.684365,0,55.6326,3,3,4,1,4,3,1,26,48,1
0.450765,0.382018,-1,84.1388,3,2,2,4,4,1,1,13,21,1
0.750901,0.268311,0,50.7977,1,2,5,2,3,3,1,?,70,0
0.620114,?,0,67.3989,1,3,5,3,1,3,0,40,53,0
0.318693,0.470077,1,72.191,-1,1,1,3,1,1,?,24,?,0
?,0.511986,-1,73.1117,2,2,?,5,3,2,0,17,70,1
0.43637,0.514966,0,59.2883,2,1,1,?,1,2,1,31,46,1
0.43856,0.744438,1,76.3116,1,0,1,4,4,2,0,37,6,1
-0.0235974,0.6109,1,83.6461,1,1,1,1,5,3,0,73,63,1
0.342582,0.761757,0,56.0077,3,2,1,3,3,2,0,15,70,1
0.722862,0.532542,-1,62.6266,2,?,1,2,3,2,1,?,35,1
0.287366,0.655745,-1,78.5664,?,2,1,1,?,2,1,34,50,0
0.149334,0.515054,-1,77.87,2,1,3,5,2,3,?,8,39,1
0.239657,0.644442,1,51.3426,1,3,?,1,3,3,0,31,54,0
0.199317,0.569413,-1,74.2492,2,2,1,5,2,4,1,49,46,1
0.640312,0.280973,1,?,1,2,3,4,2,2,0,79,91,0
0.56022,?,0,?,1,1,3,4,3,3,1,94,47,0
0.388911,0.580301,0,67.3007,?,2,3,4,3,1,1,34,?,0
0.236581,0.155729,1,64.7505,2,1,2,5,2,1,0,71,82,1
?,0.585201,0,?,-1,2,1,2,2,?,1,53,50,0
0.402486,0.638052,1,62.1568,3,2,2,1,-1,?,0,44,93,1
0.747495,0.498813,0,56.5601,2,1,1,2,4,2,1,79,3,1
0.214658,0.969412,1,?,2,1,3,1,2,4,1,45,45,1
0.566428,0.713453,1,66.4812,?,0,4,4,2,3,1,43,58,1
0.530662,0.512209,0,79.3109,2,2,5,1,1,3,0,73,28,1
0.728142,0.46069,0,57.845,2,0,4,4,2,3,1,23,23,1
0.37966,0.908451,1,59.2516,3,1,3,3,2,?,0,77,24,1
0.264639,0.489963,-1,56.9984,1,1,1,1,1,2,1,66,17,1
0.505022,0.243966,-1,?,2,1,5,2,2,6,0,51,53,1
0.49281,0.306204,-1,?,3,3,5,2,3,1,1,30,20,1
0.509333,0.578717,1,56.0975,2,3,2,5,3,3,0,29,52,0
0.294788,0.631712,1,69.5827,1,?,1,3,2,2,0,58,46,1
0.615894,0.701623,-1,54.7458,2,2,3,1,1,3,0,58,36,1
0.530676,0.300729,0,70.2356,3,1,5,1,2,3,1,78,42,1
0.452151,?,0,65.3492,2,?,4,2,4,3,1,11,58,1
0.640954,0.482649,1,?,1,1,1,1,3,2,0,52,42,1
0.25292,0.690309,1,74.5081,1,0,5,2,?,2,0,52,38,1
0.396704,0.629167,-1,57.3679,2,2,1,2,1,2,0,48,43,1
0.326085,0.414219,1,?,1,1,1,1,2,4,1,63,35,1
0.516673,0.398873,0,75.8518,3,1,3,3,5,3,1,52,51,1
0.464219,0.52969,0,63.0233,2,0,2,1,?,0,1,55,?,1
0.176519,0.436307,1,77.0798,1,2,4,1,0,2,0,70,65,0
0.626188,0.155364,?,55.2945,1,1,3,5,3,2,1,62,53,0
0.588671,0.371953,0,61.6991,2,1,5,1,?,2,0,79,94,1
0.276726,0.528154,?,70.249,1,-1,1,3,3,2,0,20,?,1
0.70034,0.565114,1,64.157,1,?,1,5,4,2,0,52,14,1
0.0818398,?,-1,59.9547,2,2,3,4,2,4,0,28,65,1
0.434737,0.659374,0,69.0696,?,3,5,1,3,?,0,?,63,0
?,0.575249,-1,55.5232,3,1,3,2,2,2,1,48,58,1
0.666444,0.58046,1,53.3184,2,0,2,5,4,2,0,37,65,1
0.739069,0.438867,1,63.378,2,2,2,4,2,3,1,29,68,1
0.301493,0.405875,1,54.7541,2,1,2,3,2,1,1,55,89,1
0.622575,0.431889,1,70.2483,0,2,4,2,2,2,1,?,?,0
0.931566,0.419132,?,58.0945,1,3,4,5,?,3,1,43,15,1
0.657476,0.82326,0,62.9442,1,1,3,?,4,3,0,74,21,1
0.620741,0.815756,1,61.088,1,1,4,2,2,4,1,51,47,1
0.99648,0.515032,-1,68.7805,0,0,4,?,4,2,1,120,16,1
0.096191,0.55284,0,59.2263,2,1,2,?,3,2,0,4,36,1
0.526657,0.335298,?,72.2661,3,1,3,?,?,2,1,64,68,1
0.997812,0.408993,-1,61.1706,1,2,3,3,2,?,0,?,69,0
0.545802,0.735647,-1,70.2691,2,2,?,2,3,3,1,19,47,1
0.420355,0.718461,0,61.9736,2,1,3,5,5,2,0,51,32,1
0.699237,0.56762,0,62.0141,1,1,2,3,2,3,0,47,28,1
0.632852,0.203134,0,72.0089,3,1,1,3,2,3,0,48,36,0
0.397934,0.50399,0,71.6975,1,2,2,3,4,1,1,42,22,0
0.459166,0.358152,0,63.9866,0,1,4,5,2,2,1,30,56,0
0.772459,0.447268,1,57.8692,1,1,?,2,3,3,1,84,31,1
0.436647,0.376022,1,63.1737,1,2,4,5,1,3,1,33,61,0
0.623215,0.655944,1,67.8474,3,4,2,5,3,3,1,82,95,0
0.440169,0.715043,-1,55.1896,1,2,2,1,?,3,1,49,34,0
0.331512,0.704047,1,62.4532,2,1,3,1,1,2,0,47,39,1
0.252565,0.31566,-1,67.0641,1,3,1,3,2,2,1,63,36,0
0.935246,0.557196,1,73.8031,1,1,4,1,0,3,0,9,46,1
0.422573,0.721867,-1,67.1795,2,2,2,4,?,1,1,75,34,1
0.55609,0.346276,1,58.1159,0,3,5,5,2,3,0,79,58,0
0.495261,0.129516,1,74.0117,1,2,2,2,1,?,1,65,37,0
0.288528,0.547294,0,72.9894,3,2,5,2,3,3,1,55,26,1
0.138144,0.432268,1,61.1943,2,1,4,4,1,4,1,?,43,1
0.355785,0.261068,1,74.2714,?,3,2,1,1,3,0,46,55,0
0.348106,0.601557,1,65.9813,?,0,?,4,2,2,0,80,50,1
0.639998,0.15471,-1,66.5378,2,?,4,5,3,?,1,55,19,0
0.320719,0.687245,0,60.0657,0,2,4,3,1,3,0,76,33,0
?,0.348851,1,57.7795,2,1,2,3,2,2,?,50,51,1
?,0.702092,0,53.2845,1,2,3,2,1,3,1,21,66,0
0.591756,0.679923,1,55.6087,4,2,4,2,2,3,1,44,35,1
0.749716,0.355152,?,67.4833,3,1,2,5,2,3,0,73,32,1
0.588174,0.574414,-1,70.9673,2,2,2,4,2,4,0,37,68,1
0.537152,0.453597,1,62.8396,0,2,5,1,1,2,1,27,78,0
0.649955,0.785897,1,74.4817,1,3,3,5,5,2,1,59,64,0
0.788384,0.494656,0,44.6747,0,0,1,1,2,2,0,36,27,0
?,0.41359,-1,50.7361,0,1,3,1,3,1,0,45,41,0
0.614092,-0.00250839,0,66.7193,1,1,5,3,1,2,1,45,48,1
0.355573,0.355854,?,50.7946,0,1,5,2,2,1,1,65,-10,0
0.601628,0.569586,1,68.2628,2,1,3,2,?,3,0,43,50,1
0.466575,0.332032,1,71.3067,1,2,5,2,2,3,0,35,48,0
0.650665,0.486876,1,68.5531,0,1,?,5,2,4,1,40,66,0
0.21157,0.266094,1,70.3903,2,1,?,3,3,?,0,?,47,1
0.453979,0.532612,-1,72.6898,0,1,4,2,2,2,1,59,44,0
0.815117,0.545313,1,64.4249,1,1,4,5,4,1,1,54,58,1
0.233565,0.856,-1,55.097,1,3,4,2,3,1,1,38,13,1
1.06645,0.475989,-1,46.9494,3,2,5,?,3,1,0,50,47,1
0.642968,0.38944,0,59.697,1,1,5,5,3,4,1,16,62,1
0.700541,0.472834,1,68.7958,0,2,1,3,3,3,1,51,71,0
0.897821,0.185542,0,53.0981,2,1,4,4,2,4,1,76,63,0
0.427216,0.563989,1,64.013,0,2,4,?,1,1,1,17,36,0
0.256514,0.275302,1,65.6106,2,0,5,3,2,2,0,29,-1,1
0.609945,0.65724,1,79.1852,1,0,?,4,3,4,0,63,42,1
0.158233,0.378234,0,53.2684,0,1,2,4,2,2,1,75,65,0
0.424954,0.565653,-1,63.0362,2,2,2,1,3,3,0,62,49,1
0.705305,0.626591,1,58.3405,2,2,1,2,2,3,0,42,72,1
0.571387,0.769659,1,68.4575,2,1,2,5,3,2,1,54,29,1
0.492483,0.661686,-1,42.0549,2,0,4,?,4,2,1,41,50,1
0.538694,0.611837,1,69.7292,0,?,4,?,?,1,?,15,30,0
0.4228,0.897303,0,65.4812,2,1,4,5,?,3,0,72,51,1
0.528428,1.11517,-1,71.6029,2,1,1,4,2,2,0,43,63,1
0.662124,?,-1,54.9541,2,2,?,3,4,4,1,17,31,1
0.538992,0.212663,-1,64.3886,2,0,2,3,2,?,0,39,39,0
0.453852,0.503415,0,72.0581,0,0,5,5,4,3,0,10,42,1
0.270235,0.340325,1,60.738,1,1,?,5,1,2,0,41,4,1
0.098429,0.280801,1,67.3914,-1,3,4,4,4,2,1,15,81,0
0.504229,0.907065,?,68.4274,1,2,?,2,2,1,1,113,51,0
-0.0972536,0.548485,1,79.9469,3,2,3,4,1,3,0,?,55,1
0.662109,0.173778,0,60.8016,1,2,1,1,3,1,1,28,50,0
0.739164,0.487641,1,74.5682,3,1,4,4,2,2,0,53,65,1
0.592825,0.48352,0,83.1021,0,1,4,1,5,2,1,40,42,0
0.917887,0.800818,1,69.3588,0,1,3,2,2,2,1,70,76,0
0.229532,0.939847,0,?,1,3,2,4,1,3,1,67,50,0
0.404168,0.891142,-1,61.9186,1,1,1,4,5,?,0,39,9,1
0.611765,0.390374,?,60.8955,2,2,3,2,3,3,0,63,74,1
0.654123,0.383528,0,67.8212,1,1,3,1,2,2,1,41,49,1
0.756272,0.86662,1,64.3083,1,1,2,5,1,3,0,41,40,1
0.847765,0.437798,1,59.9725,0,1,2,?,2,2,0,65,36,0
0.412145,0.288598,0,57.7054,2,?,1,2,3,1,0,48,34,1
0.347231,0.681144,0,61.9854,1,1,4,1,3,1,0,85,77,1
0.738563,0.415635,1,75.9256,2,2,3,2,?,3,0,23,74,1
0.273395,0.445745,-1,64.2518,2,2,1,3,0,4,1,39,52,1
0.431406,0.747429,?,56.1107,1,1,?,3,3,1,1,64,23,1
0.639794,0.528348,0,66.1239,0,0,1,5,2,2,0,54,70,1
0.441378,0.184309,1,62.9602,0,1,2,3,3,4,1,33,?,0
0.552179,0.287096,-1,71.2269,3,2,2,2,4,3,0,65,46,1
0.695693,0.0744309,-1,64.6631,2,2,?,5,1,2,0,61,37,0
0.411405,0.459112,1,61.3969,1,3,5,5,4,?,1,36,87,0
0.447351,0.424083,?,61.707,3,2,5,4,2,1,0,13,62,1
0.866866,0.561781,1,67.1019,1,2,1,1,3,3,0,24,51,0
0.342685,0.506211,1,62.1399,2,2,2,2,?,3,?,67,37,1
-0.100621,0.31733,0,54.8158,2,2,2,4,2,1,0,?,17,1
0.588831,0.675831,-1,58.6625,1,1,2,4,0,2,1,10,11,1
0.555157,?,0,?,2,3,5,4,2,2,1,44,59,0
0.401485,0.494521,1,49.301,0,1,2,3,2,2,0,42,33,0
0.359353,0.535411,-1,76.5451,2,1,5,5,3,3,0,52,30,1
0.670136,0.446416,1,63.6994,1,1,5,3,3,1,0,56,36,1
0.70808,0.219082,-1,55.9244,1,2,?,1,?,3,0,?,60,0
0.429743,0.359202,-1,70.6409,2,2,2,3,3,4,0,35,1,1
0.34495,0.625749,-1,51.8829,1,1,2,3,3,2,1,47,59,1
0.322857,0.6888,1,64.1172,3,0,5,5,4,3,0,62,73,1
0.566649,0.297788,1,60.2654,2,0,1,1,2,2,0,37,16,1
0.518826,?,1,63.971,2,3,4,2,2,3,1,51,30,1
0.53237,0.557092,-1,76.4135,0,1,2,5,5,3,1,52,39,0
0.460899,0.596289,-1,64.626,1,2,3,5,1,3,0,42,21,0
0.70035,0.702199,0,46.6787,2,1,4,2,4,3,0,59,?,1
?,0.297249,-1,79.4904,0,3,5,3,2,4,1,60,35,0
0.314126,0.520046,0,54.6812,2,0,3,1,3,2,0,66,27,1
0.438533,0.427546,0,64.6346,1,0,5,4,2,2,1,59,39,1
0.700751,0.550395,1,66.4032,0,2,5,3,2,2,0,49,39,0
0.364763,0.305876,-1,62.0066,2,0,2,4,4,2,1,57,42,1
0.671417,0.256486,0,60.3613,?,3,2,3,3,3,0,48,32,0
0.544972,0.587218,0,65.0534,1,1,1,3,3,4,0,-5,?,1
0.391328,0.388828,1,70.8049,3,1,5,?,2,3,1,38,81,1
0.243424,0.314737,1,63.2138,2,3,3,2,2,3,0,29,32,0
0.333877,0.502041,-1,51.8378,0,2,2,1,4,3,?,?,72,0
?,0.533566,1,64.4463,1,1,4,4,3,1,1,54,75,1
0.701737,0.454076,-1,67.9363,1,1,1,1,2,2,0,73,31,1
0.577453,0.284493,1,51.339,2,2,3,1,0,3,0,51,53,1
0.36391,0.495086,1,58.5284,1,0,5,4,2,3,?,94,66,1
0.725855,0.699549,0,73.037,1,0,3,5,0,2,1,?,?,1
0.300717,0.494886,1,58.0101,2,1,5,4,1,5,1,34,44,1
0.76882,0.180544,1,64.9576,3,1,2,3,4,2,1,40,12,1
0.556643,-0.00843533,0,65.9811,1,1,1,3,3,2,0,59,50,1
0.611074,?,-1,58.4411,1,1,4,1,?,4,1,62,50,0
0.415896,0.752557,0,69.4174,1,3,1,5,3,3,0,46,27,0
?,0.668593,-1,55.6681,0,-1,2,4,3,4,0,66,44,1
?,0.442128,0,59.1047,2,2,3,3,3,?,0,16,26,1
0.60108,0.64141,1,67.8788,3,1,4,?,1,2,0,67,38,1
0.634441,0.558169,0,73.3092,3,-1,3,4,3,3,1,40,72,1
0.405333,0.732357,0,85.8441,0,1,2,4,3,4,1,36,40,0
0.694517,0.464767,0,67.5074,1,2,1,2,2,4,1,65,78,0
0.63978,0.529131,-1,74.619,2,0,4,2,2,3,1,57,50,1
0.69099,0.530688,1,57.2206,0,2,2,5,3,3,0,65,25,0
0.313639,0.473743,1,63.3411,2,-1,1,2,2,3,0,27,?,1
0.261221,0.770465,-1,53.6611,1,-1,5,5,3,2,0,84,-3,1
0.528119,0.386342,?,54.8669,2,2,3,2,2,5,0,50,68,1
0.614101,0.589349,-1,?,2,2,2,3,2,2,1,61,53,1
0.825328,0.612325,1,58.3155,1,3,5,5,2,2,1,48,57,0
0.282728,0.671166,1,68.3307,2,0,2,5,2,4,0,59,56,1
0.461318,0.497723,0,63.925,1,2,4,4,2,2,1,101,59,0
0.292134,0.658643,0,70.6983,0,0,5,5,1,3,0,52,49,1
0.530067,0.490988,-1,74.1569,2,0,1,2,2,1,1,35,56,1
?,0.857129,1,60.0903,1,2,3,1,4,1,0,58,64,0
0.586656,0.532285,-1,?,2,1,3,3,1,1,0,?,73,1
0.130439,0.196442,-1,73.9723,1,1,4,3,4,2,1,67,6,1
0.500681,0.255401,1,72.4961,2,3,4,5,1,3,0,44,46,0
0.755105,?,1,69.1186,1,1,4,2,3,?,0,48,72,0
0.307615,0.711692,-1,61.9041,1,1,?,3,2,3,0,?,59,1
0.816296,0.23554,0,56.0975,2,2,3,3,3,2,1,34,44,0
0.36408,0.468325,0,63.0742,3,2,5,1,4,3,0,42,33,1
0.671473,0.174205,-1,73.0505,1,1,2,4,2,2,0,55,67,0
0.712939,0.313597,-1,66.1746,1,?,1,3,3,4,1,-14,66,0
0.390832,0.679717,0,62.8588,4,1,5,?,5,2,1,76,65,1
0.364881,0.447099,0,47.6764,2,2,2,5,1,2,1,28,34,1
0.629001,?,-1,79.9339,?,?,2,5,3,3,0,49,27,1
0.68197,0.605388,1,53.0447,2,2,3,3,3,4,1,44,38,1
0.542536,0.0912534,-1,?,2,1,2,4,2,3,1,42,36,0
0.819608,0.657489,0,65.2135,2,?,1,1,1,4,1,17,53,1
?,0.65176,0,64.2613,2,2,1,4,1,2,1,55,45,1
0.262261,0.587009,-1,64.3399,?,?,3,5,3,2,1,46,50,0
0.468276,0.214505,1,65.566,0,0,4,2,?,1,0,50,53,0
0.385348,0.437617,1,70.8201,1,1,4,1,2,4,0,54,70,1
0.653388,0.651342,0,66.6586,1,4,1,2,2,4,1,57,44,0
0.337048,0.396125,0,75.6399,0,2,5,?,2,4,0,79,26,0
0.474921,0.557819,1,69.3886,1,1,5,3,4,3,0,?,57,1
0.800615,0.754225,1,70.5976,1,3,?,1,1,2,1,61,40,0
0.256686,0.579984,0,50.7608,2,1,5,3,3,2,1,58,35,1
0.686557,0.407352,-1,63.6715,2,1,1,5,0,2,1,53,85,1
0.366538,0.324539,0,58.8181,1,2,2,4,3,3,0,60,70,0
0.947876,0.518292,0,?,3,-1,?,1,3,?,1,76,?,1
0.419108,0.41303,-1,69.9906,2,2,?,5,3,1,1,73,47,1
0.458253,0.737961,0,?,1,1,2,4,0,3,1,31,38,1
0.439314,0.59673,-1,69.528,2,1,2,5,3,2,0,37,9,1
0.763182,0.612129,?,59.1133,2,1,1,4,2,3,0,62,8,1
0.409681,?,1,65.6958,-1,0,4,4,3,2,1,78,83,1
0.350179,0.569151,-1,55.7367,0,1,1,2,2,2,1,65,94,0
0.221183,0.668992,1,68.8999,?,2,5,4,5,3,0,68,64,0
0.387116,0.675048,1,65.8066,1,4,3,1,2,4,0,82,64,0
0.459072,0.507957,1,50.3824,1,3,1,3,?,3,1,53,54,0
0.782234,0.437762,0,69.4073,0,1,3,1,1,1,1,67,31,1
0.253815,0.280664,1,62.5758,?,1,2,4,1,3,0,47,24,1
0.562668,0.185312,-1,69.0128,3,1,3,3,4,2,1,59,41,0
?,0.440912,0,53.2417,1,1,1,3,4,2,0,41,63,1
0.640186,0.594357,-1,50.5843,1,1,2,4,2,3,0,69,29,1
0.397682,0.703059,-1,50.7649,?,1,5,5,3,?,0,43,59,1
0.62115,0.772797,1,65.2906,2,2,1,3,2,4,1,63,83,1
0.584638,0.467515,1,54.6239,1,3,1,1,2,2,0,39,27,0
0.472154,0.401134,-1,65.2945,1,2,4,1,1,4,1,57,49,0
0.734723,0.605463,1,65.4418,2,2,1,4,3,3,0,0,12,1
0.209843,0.486706,-1,53.0368,4,2,4,3,3,4,1,44,27,1
0.0971507,0.358835,-1,73.5584,2,1,5,2,4,2,1,41,7,1
0.472493,0.567306,-1,56.4153,3,0,4,4,4,2,1,71,41,1
0.714282,0.481748,-1,71.6852,1,1,2,1,3,3,1,59,54,1
1.00452,0.78288,1,62.9623,?,1,?,2,3,3,0,42,57,1
